sku,forecast,actual,volume,inventory_on_hand,safety_stock,lead_time_days,supplier_otif,demand_volatility_cv,margin
SKU-06168,337,328,356,4186,358,38,0.711,0.398,3.62
SKU-06169,1250,1566,1405,4303,50,39,0.939,0.088,10.98
SKU-06170,1006,966,880,22,936,57,0.871,0.318,4.21
SKU-06171,1558,2057,1593,1125,911,57,0.717,0.121,1.04
SKU-06172,1870,1799,1580,1843,707,55,0.887,0.448,11.15
SKU-06173,672,714,804,3417,1087,23,0.712,0.432,6.27
SKU-06174,246,215,331,867,792,40,0.752,0.387,13.32
SKU-06175,296,366,285,3962,680,50,0.855,0.284,2.88
SKU-06176,657,652,661,1444,1081,6,0.895,0.048,1.36
SKU-06177,1920,1677,1473,248,656,33,0.834,0.351,0.72
SKU-06178,801,771,667,1571,419,22,0.848,0.157,12.69
SKU-06179,550,513,519,4467,298,48,0.691,0.054,1.1
SKU-06180,577,654,680,210,596,34,0.883,0.399,7.19
SKU-06181,699,723,731,104,1129,41,0.874,0.145,12.19
SKU-06182,1722,1689,1472,4188,481,10,0.703,0.145,8.36
SKU-06183,819,691,1000,2506,786,8,0.828,0.094,2.19
SKU-06184,2061,1820,1973,4719,546,55,0.988,0.238,2.55
SKU-06185,1682,1492,1374,2541,308,20,0.744,0.198,5.11
SKU-06186,1718,1880,1989,4357,283,59,0.915,0.427,1.84
SKU-06187,1211,1575,1370,1196,345,32,0.957,0.427,1.93
SKU-06188,289,315,290,1961,758,7,0.732,0.39,12.5
SKU-06189,1084,1255,1062,2810,799,58,0.78,0.366,3.37
SKU-06190,483,399,349,1997,1092,46,0.878,0.096,14.48
SKU-06191,1813,1937,1951,2310,803,22,0.916,0.279,9.25
SKU-06192,627,672,649,3328,54,23,0.968,0.169,12.54
SKU-06193,1371,1568,1409,4974,994,31,0.98,0.284,3.74
SKU-06194,327,319,308,4474,503,18,0.76,0.372,9.35
SKU-06195,507,488,474,1455,383,25,0.952,0.403,5.29
SKU-06196,1880,1666,1970,817,588,12,0.702,0.348,6.35
SKU-06197,553,605,751,4002,174,42,0.795,0.434,10.57
SKU-06198,2453,2774,1964,2147,765,15,0.979,0.261,2.22
SKU-06199,2124,1520,1955,4243,139,32,0.965,0.431,1.44
SKU-06200,666,609,520,408,1113,15,0.986,0.245,8.84
SKU-06201,1762,1760,1719,1236,392,28,0.786,0.07,10.99
SKU-06202,1594,1696,1487,1862,274,57,0.748,0.262,13.1
SKU-06203,1091,893,1490,2169,1110,9,0.923,0.188,5.14
SKU-06204,1297,1550,1186,3804,70,30,0.677,0.058,9.4
SKU-06205,1192,1199,982,1907,161,34,0.924,0.024,2.4
SKU-06206,577,600,613,1887,661,30,0.753,0.03,7.58
SKU-06207,373,407,341,3189,1030,13,0.889,0.295,4.98
SKU-06208,1145,1446,1263,4480,253,5,0.71,0.236,1.86
SKU-06209,1598,1804,1415,2201,701,52,0.922,0.346,5.74
SKU-06210,492,301,551,2723,407,45,0.74,0.285,9.47
SKU-06211,820,988,835,2808,910,33,0.742,0.143,11.05
SKU-06212,856,885,748,2294,1057,48,0.726,0.245,5.4
SKU-06213,1192,980,1155,292,151,30,0.875,0.436,6.21
SKU-06214,1279,1404,1254,1574,639,5,0.925,0.298,11.17
SKU-06215,1274,1448,1245,2006,943,13,0.718,0.164,8.69
SKU-06216,1080,755,1063,1039,321,3,0.696,0.256,10.27
SKU-06217,1690,1668,1865,1816,175,30,0.657,0.303,3.28
SKU-06218,1608,1673,1623,4545,1135,44,0.771,0.212,12.01
SKU-06219,1146,1312,1204,649,713,37,0.814,0.339,11.91
SKU-06220,1544,1472,1993,378,350,25,0.809,0.275,6.94
SKU-06221,85,79,106,4429,1198,55,0.728,0.203,10.58
SKU-06222,1049,1216,1041,12,831,15,0.861,0.034,9.3
SKU-06223,1248,1162,1194,2677,344,53,0.754,0.17,0.82
SKU-06224,360,282,361,2012,958,23,0.91,0.126,8.16
SKU-06225,1072,1345,1153,3529,1187,17,0.742,0.192,8.98
SKU-06226,1325,1133,1405,3996,333,22,0.9,0.365,5.54
SKU-06227,1051,1005,915,677,232,9,0.934,0.227,10.34
SKU-06228,80,61,89,2756,674,46,0.969,0.266,12.39
SKU-06229,228,295,185,2535,1091,8,0.839,0.336,10.3
SKU-06230,453,384,385,4770,897,47,0.966,0.111,3.9
SKU-06231,765,645,734,2141,169,27,0.729,0.431,9.66
SKU-06232,304,382,265,4818,328,26,0.737,0.202,13.35
SKU-06233,1644,1821,1370,1245,1161,58,0.678,0.437,8.52
SKU-06234,1690,1886,1350,3544,721,45,0.869,0.393,8.0
SKU-06235,591,547,680,1319,192,15,0.837,0.441,8.46
SKU-06236,413,349,385,2118,144,23,0.854,0.301,5.92
SKU-06237,1060,1417,1077,4363,458,14,0.666,0.419,6.5
SKU-06238,895,951,725,2933,580,57,0.955,0.31,10.52
SKU-06239,601,455,707,4803,743,58,0.674,0.081,6.02
SKU-06240,1209,1403,1800,3699,122,39,0.925,0.178,1.85
SKU-06241,655,523,851,913,1020,35,0.987,0.038,3.68
SKU-06242,1103,688,1146,2103,382,26,0.979,0.26,1.41
SKU-06243,1134,1005,928,2879,883,7,0.745,0.251,3.35
SKU-06244,1051,1116,1168,1206,425,13,0.759,0.077,7.36
SKU-06245,1082,1207,1231,4025,560,23,0.762,0.366,3.79
SKU-06246,1580,2264,1320,4948,288,7,0.79,0.059,11.18
SKU-06247,351,413,442,3353,634,24,0.981,0.193,6.83
SKU-06248,209,255,234,3583,404,3,0.73,0.05,14.45
SKU-06249,1147,781,1088,317,825,9,0.809,0.145,8.23
SKU-06250,702,727,656,420,985,11,0.806,0.418,14.86
SKU-06251,1773,1571,1627,4831,736,35,0.908,0.318,2.22
SKU-06252,1647,1415,1413,2883,853,38,0.782,0.334,3.49
SKU-06253,166,167,166,1119,126,25,0.689,0.093,12.44
SKU-06254,1848,2254,1851,365,862,44,0.807,0.318,10.17
SKU-06255,1224,1373,1192,1130,239,57,0.857,0.041,13.97
SKU-06256,1749,1926,1913,2299,402,41,0.679,0.406,6.6
SKU-06257,262,250,332,3836,1045,45,0.685,0.2,14.7
SKU-06258,1503,1746,1569,3702,592,40,0.984,0.444,11.19
SKU-06259,607,486,584,3121,1174,4,0.654,0.268,6.18
SKU-06260,1421,1381,1453,212,1104,30,0.987,0.203,4.57
SKU-06261,1123,1313,1061,1409,624,8,0.843,0.067,2.9
SKU-06262,1856,1437,1876,2240,437,23,0.662,0.191,12.65
SKU-06263,443,486,463,2808,1155,39,0.78,0.036,4.58
SKU-06264,403,369,337,3054,300,45,0.925,0.196,11.13
SKU-06265,247,234,215,548,520,57,0.854,0.379,14.96
SKU-06266,516,617,756,3101,1143,23,0.868,0.213,14.29
SKU-06267,2262,2774,1915,3547,103,28,0.854,0.418,10.59
SKU-06268,1656,2029,1873,1004,529,53,0.973,0.285,4.48
SKU-06269,1542,1751,1198,2685,173,43,0.867,0.42,11.85
SKU-06270,1490,1124,1911,2100,946,4,0.914,0.318,1.94
SKU-06271,121,90,135,335,716,8,0.985,0.041,4.5
SKU-06272,760,835,991,2330,608,56,0.749,0.446,11.12
SKU-06273,411,350,437,4847,1173,51,0.683,0.045,13.65
SKU-06274,467,443,395,442,703,14,0.696,0.058,9.27
SKU-06275,814,731,920,0,863,19,0.743,0.439,8.97
SKU-06276,529,379,537,580,812,33,0.967,0.123,14.73
SKU-06277,1421,1402,1546,2311,810,14,0.806,0.4,12.06
SKU-06278,1344,734,1555,613,138,29,0.902,0.056,5.65
SKU-06279,171,132,174,2733,492,23,0.96,0.315,11.85
SKU-06280,1185,1067,995,438,145,41,0.914,0.372,0.76
SKU-06281,1110,1063,1070,1247,375,32,0.87,0.055,5.27
SKU-06282,1089,1095,1239,1519,1087,54,0.764,0.118,6.13
SKU-06283,1817,2101,1826,4185,636,32,0.87,0.356,5.23
SKU-06284,838,966,791,418,709,32,0.797,0.283,7.33
SKU-06285,186,199,198,879,124,39,0.809,0.151,12.8
SKU-06286,934,753,885,1506,73,15,0.674,0.25,2.75
SKU-06287,975,906,918,2408,718,16,0.831,0.394,8.11
SKU-06288,1342,1174,1313,4373,505,35,0.902,0.426,13.16
SKU-06289,965,1028,1038,2011,128,58,0.819,0.305,3.43
SKU-06290,147,179,166,2365,509,34,0.977,0.372,8.31
SKU-06291,1463,1161,1721,1308,319,32,0.749,0.441,11.75
SKU-06292,2109,2121,1849,1401,566,33,0.986,0.185,5.21
SKU-06293,370,427,331,3575,786,5,0.706,0.127,2.09
SKU-06294,1689,1864,1804,393,529,31,0.783,0.29,14.78
SKU-06295,2202,2011,1922,294,870,6,0.961,0.315,6.19
SKU-06296,885,1062,1062,672,584,30,0.836,0.04,6.63
SKU-06297,1751,1535,1702,2401,163,38,0.91,0.171,12.08
SKU-06298,1011,862,1081,1196,249,39,0.719,0.117,12.18
SKU-06299,251,319,248,2367,1074,7,0.849,0.12,2.16
SKU-06300,1113,1258,1321,1544,517,18,0.684,0.18,14.91
SKU-06301,685,480,768,3540,244,48,0.75,0.073,8.26
SKU-06302,1430,1345,1709,695,947,28,0.903,0.294,6.16
SKU-06303,409,337,387,3233,1163,48,0.92,0.273,1.05
SKU-06304,664,647,975,422,1068,34,0.973,0.424,8.92
SKU-06305,623,718,644,2731,930,48,0.914,0.301,7.52
SKU-06306,1849,1932,1641,369,874,5,0.942,0.376,14.58
SKU-06307,1038,934,915,831,916,17,0.781,0.137,9.14
SKU-06308,78,82,89,4927,1074,56,0.951,0.052,13.43
SKU-06309,369,274,340,2407,64,16,0.693,0.329,6.31
SKU-06310,1901,1644,1648,2015,458,32,0.709,0.049,4.87
SKU-06311,403,516,534,5,1032,37,0.774,0.179,3.49
SKU-06312,996,1356,959,3728,866,47,0.759,0.429,7.24
SKU-06313,1173,1173,1050,2364,689,57,0.663,0.298,14.51
SKU-06314,715,999,734,1076,1088,37,0.873,0.217,3.55
SKU-06315,1328,1439,1445,1808,187,9,0.865,0.282,11.68
SKU-06316,2050,1827,1800,2498,958,38,0.719,0.378,14.59
SKU-06317,1028,840,873,94,953,3,0.844,0.052,2.57
SKU-06318,1644,2056,1922,1088,106,59,0.928,0.404,1.17
SKU-06319,505,583,452,3251,414,46,0.73,0.084,12.43
SKU-06320,1395,1323,1435,4173,642,51,0.822,0.078,9.55
SKU-06321,1431,1326,1713,4477,792,45,0.734,0.438,4.64
SKU-06322,2029,1691,1866,181,1196,29,0.788,0.154,1.51
SKU-06323,1244,1037,1189,2901,868,44,0.876,0.359,0.84
SKU-06324,1209,1488,1130,4432,1122,23,0.939,0.077,5.6
SKU-06325,1786,2177,1840,226,553,50,0.843,0.265,3.37
SKU-06326,196,188,237,1636,447,40,0.671,0.389,6.55
SKU-06327,467,347,431,1825,1073,45,0.967,0.122,1.17
SKU-06328,232,219,232,2141,507,5,0.89,0.116,11.19
SKU-06329,765,797,771,4122,1051,54,0.89,0.438,8.22
SKU-06330,1332,1238,1731,4740,237,38,0.674,0.034,7.21
SKU-06331,1061,1002,969,1441,875,27,0.929,0.109,5.78
SKU-06332,1392,1108,1560,1024,158,38,0.724,0.264,5.42
SKU-06333,840,672,689,3757,399,32,0.896,0.174,13.94
SKU-06334,1921,2036,1886,370,544,47,0.975,0.075,3.89
SKU-06335,1724,1733,1707,4559,399,37,0.807,0.365,2.45
SKU-06336,334,330,260,716,246,40,0.932,0.218,14.94
SKU-06337,618,499,545,3157,190,54,0.857,0.235,13.86
SKU-06338,645,598,729,4415,757,45,0.969,0.093,3.25
SKU-06339,1027,715,884,2634,55,27,0.652,0.128,13.88
SKU-06340,1040,902,1044,4487,1064,42,0.76,0.365,2.54
SKU-06341,1733,1370,1893,1931,1166,8,0.879,0.347,2.75
SKU-06342,1302,1695,1188,1716,718,3,0.901,0.153,13.77
SKU-06343,532,594,683,214,70,36,0.982,0.12,4.36
SKU-06344,747,705,709,4827,316,53,0.882,0.195,4.02
SKU-06345,1100,1266,1227,4149,617,27,0.832,0.246,8.31
SKU-06346,1287,1402,1118,4026,861,44,0.712,0.278,13.15
SKU-06347,281,319,289,3098,105,13,0.822,0.171,4.33
SKU-06348,813,854,769,3877,1034,11,0.956,0.04,5.16
SKU-06349,797,698,744,1235,165,10,0.658,0.364,7.14
SKU-06350,816,989,1134,1694,896,22,0.894,0.093,11.51
SKU-06351,1440,1381,1039,1335,630,53,0.803,0.08,12.93
SKU-06352,771,779,713,3221,866,36,0.989,0.087,9.97
SKU-06353,1562,1751,1800,598,475,47,0.935,0.434,5.19
SKU-06354,302,310,288,3313,294,40,0.855,0.427,6.25
SKU-06355,1218,1065,1426,4904,905,34,0.884,0.287,4.88
SKU-06356,838,1143,1408,3135,554,5,0.865,0.182,4.1
SKU-06357,298,184,338,3219,792,17,0.886,0.412,10.42
SKU-06358,641,654,617,1615,329,3,0.963,0.252,2.74
SKU-06359,1711,1897,1554,3137,1008,41,0.693,0.279,14.63
SKU-06360,332,279,312,2642,719,50,0.746,0.386,6.85
SKU-06361,1469,1400,1473,3788,1118,21,0.769,0.325,1.82
SKU-06362,1871,1875,1595,4777,100,51,0.719,0.108,14.61
SKU-06363,1422,2049,1416,191,486,14,0.692,0.326,6.67
SKU-06364,435,470,447,125,1007,35,0.816,0.233,9.96
SKU-06365,1251,1421,1254,2974,541,32,0.665,0.214,10.06
SKU-06366,1020,1162,898,589,68,38,0.931,0.143,5.39
SKU-06367,697,755,642,4553,496,14,0.83,0.033,7.24
SKU-06368,1490,1107,1789,1067,827,26,0.929,0.204,12.28
SKU-06369,2195,2296,1906,3790,372,4,0.724,0.207,10.22
SKU-06370,1767,1140,1854,2285,650,57,0.894,0.326,0.63
SKU-06371,629,718,669,1404,623,48,0.764,0.346,2.15
SKU-06372,1531,1314,1293,1953,657,23,0.837,0.356,8.09
SKU-06373,1096,964,1461,4912,343,26,0.815,0.092,0.84
SKU-06374,181,190,174,224,1050,37,0.807,0.306,2.91
SKU-06375,1500,1698,1531,4259,740,55,0.736,0.119,10.1
SKU-06376,1977,2264,1740,2798,672,58,0.89,0.238,8.74
SKU-06377,2042,2199,1787,751,975,14,0.772,0.185,10.03
SKU-06378,156,165,150,3208,534,15,0.764,0.282,1.5
SKU-06379,2061,1795,1770,4069,721,28,0.773,0.398,6.45
SKU-06380,556,533,722,2744,177,44,0.891,0.175,0.57
SKU-06381,1318,934,1239,2958,528,4,0.862,0.442,5.86
SKU-06382,530,591,516,4425,445,39,0.822,0.239,12.25
SKU-06383,464,455,553,288,356,8,0.783,0.404,1.24
SKU-06384,630,574,551,833,391,49,0.94,0.3,4.52
SKU-06385,1223,1443,1379,4909,790,41,0.801,0.348,14.23
SKU-06386,1719,1832,1566,307,345,18,0.717,0.188,7.76
SKU-06387,1203,1286,1488,897,96,53,0.68,0.325,3.35
SKU-06388,1009,908,1072,830,787,56,0.956,0.131,2.84
SKU-06389,396,365,366,1767,975,19,0.932,0.223,1.33
SKU-06390,90,69,99,2747,802,36,0.974,0.316,4.47
SKU-06391,1027,532,1287,1689,253,21,0.676,0.086,8.23
SKU-06392,958,915,1253,2163,827,44,0.75,0.425,9.59
SKU-06393,280,414,272,55,861,5,0.732,0.418,6.69
SKU-06394,1581,1586,1515,1370,229,7,0.671,0.059,8.87
SKU-06395,1716,2230,1651,3978,159,21,0.659,0.36,4.95
SKU-06396,1726,1991,1883,118,863,11,0.926,0.419,2.82
SKU-06397,224,238,199,4344,798,52,0.85,0.185,5.15
SKU-06398,1214,1642,1239,1505,862,25,0.928,0.116,5.86
SKU-06399,1739,1688,1568,1626,676,3,0.858,0.202,7.22
SKU-06400,1039,1340,967,335,567,27,0.837,0.224,4.38
SKU-06401,1484,1885,1568,1434,161,4,0.878,0.322,14.5
SKU-06402,1392,1297,1053,3077,603,24,0.83,0.233,10.03
SKU-06403,1832,1606,1878,4332,1058,30,0.793,0.258,5.97
SKU-06404,1483,1620,1552,3257,305,22,0.728,0.12,8.93
SKU-06405,623,704,799,1097,425,39,0.665,0.384,2.83
SKU-06406,1444,1471,1795,4765,1007,38,0.868,0.099,6.94
SKU-06407,1523,1433,1332,3009,327,26,0.817,0.371,13.62
SKU-06408,1822,2958,1882,2720,902,31,0.702,0.407,14.67
SKU-06409,1183,956,1131,144,545,22,0.854,0.097,8.59
SKU-06410,166,225,152,1135,1156,56,0.798,0.255,4.62
SKU-06411,1144,953,1018,2148,649,9,0.699,0.368,12.71
SKU-06412,486,538,456,319,129,8,0.897,0.171,2.94
SKU-06413,997,1032,808,4754,798,3,0.958,0.402,14.71
SKU-06414,926,772,1033,2664,674,38,0.765,0.369,2.65
SKU-06415,598,730,523,2939,958,4,0.787,0.386,2.96
SKU-06416,1723,1168,1623,818,770,26,0.869,0.279,13.75
SKU-06417,522,574,518,3260,1051,28,0.973,0.413,1.83
SKU-06418,2063,2053,1811,1359,785,22,0.794,0.342,13.63
SKU-06419,616,659,578,2290,868,4,0.968,0.395,13.39
SKU-06420,1276,1012,1367,4178,188,8,0.69,0.101,14.13
SKU-06421,706,426,727,2392,639,47,0.973,0.302,5.11
SKU-06422,782,917,714,2214,537,14,0.734,0.157,6.2
SKU-06423,1605,1398,1908,3956,879,33,0.886,0.079,14.49
SKU-06424,1128,1442,1158,1990,1066,19,0.861,0.403,8.34
SKU-06425,783,655,926,73,794,26,0.725,0.329,4.05
SKU-06426,984,907,961,3342,260,45,0.888,0.229,10.87
SKU-06427,1063,915,957,1776,914,21,0.692,0.281,6.41
SKU-06428,518,294,566,3808,522,40,0.821,0.049,6.75
SKU-06429,849,622,929,2547,858,50,0.736,0.252,12.6
SKU-06430,1503,1626,1530,2650,175,24,0.979,0.26,1.62
SKU-06431,534,578,602,4431,213,18,0.819,0.423,1.38
SKU-06432,1302,1391,1443,3686,798,24,0.819,0.156,10.06
SKU-06433,1753,2069,1524,4782,379,54,0.749,0.091,11.35
SKU-06434,1660,1232,1685,228,390,17,0.776,0.389,3.03
SKU-06435,446,444,444,594,497,34,0.692,0.31,10.92
SKU-06436,762,950,1007,1282,204,34,0.813,0.073,14.73
SKU-06437,2086,2040,1795,1288,66,36,0.872,0.08,3.9
SKU-06438,251,245,254,23,223,11,0.927,0.428,2.38
SKU-06439,2018,2037,1733,3522,288,10,0.745,0.349,4.73
SKU-06440,128,139,128,1280,890,41,0.838,0.175,9.45
SKU-06441,1706,1673,1959,2487,770,7,0.676,0.366,6.36
SKU-06442,1425,1601,1746,3699,731,33,0.892,0.153,10.84
SKU-06443,1197,1015,1315,3263,533,13,0.773,0.448,9.78
SKU-06444,627,646,637,4944,1114,19,0.782,0.264,12.7
SKU-06445,2085,1734,1769,4232,871,55,0.901,0.227,12.79
SKU-06446,223,236,205,799,890,33,0.659,0.366,12.8
SKU-06447,530,542,549,607,124,47,0.729,0.05,7.29
SKU-06448,89,89,93,1098,424,15,0.715,0.255,9.69
SKU-06449,1115,958,880,382,1042,13,0.948,0.09,5.55
SKU-06450,222,234,215,336,135,33,0.691,0.15,13.81
SKU-06451,1639,1877,1370,3067,258,58,0.888,0.196,1.12
SKU-06452,1089,1254,1008,1360,173,39,0.912,0.081,3.75
SKU-06453,333,285,313,3254,1041,57,0.752,0.136,14.13
SKU-06454,589,584,667,2326,1172,33,0.726,0.346,8.95
SKU-06455,1427,1562,1945,2813,723,57,0.949,0.067,8.96
SKU-06456,1442,1483,1572,2387,1130,41,0.668,0.263,14.54
SKU-06457,1644,2039,1556,1661,158,30,0.758,0.301,0.58
SKU-06458,522,530,443,1574,750,42,0.713,0.386,4.8
SKU-06459,807,724,786,931,1105,44,0.794,0.398,4.93
SKU-06460,454,508,418,1218,534,30,0.914,0.092,9.11
SKU-06461,855,557,996,3778,1192,51,0.742,0.254,6.25
SKU-06462,2176,1542,1896,670,916,15,0.679,0.15,7.01
SKU-06463,384,328,498,4051,820,59,0.927,0.321,13.22
SKU-06464,1327,1259,1099,2960,79,13,0.956,0.254,12.97
SKU-06465,1132,1076,980,2162,992,38,0.782,0.274,0.85
SKU-06466,291,344,304,1563,1170,31,0.91,0.182,10.23
SKU-06467,1830,2005,1594,1665,262,37,0.79,0.231,1.85
SKU-06468,603,673,728,4060,327,52,0.949,0.095,2.51
SKU-06469,723,854,712,1766,282,16,0.754,0.279,2.77
SKU-06470,478,497,452,4986,628,26,0.907,0.412,13.96
SKU-06471,113,113,107,1332,339,10,0.935,0.173,8.47
SKU-06472,1043,1112,1024,807,964,49,0.714,0.029,7.8
SKU-06473,952,1305,1478,1702,644,14,0.676,0.165,13.41
SKU-06474,228,222,268,1929,730,26,0.933,0.421,12.08
SKU-06475,1899,1986,1628,507,1175,10,0.881,0.124,1.19
SKU-06476,931,1020,1130,4566,701,4,0.794,0.114,4.25
SKU-06477,1622,1296,1755,1748,181,3,0.88,0.268,6.21
SKU-06478,1751,1335,1470,3504,95,8,0.933,0.144,4.76
SKU-06479,1123,1029,1303,3440,1052,24,0.786,0.089,7.85
SKU-06480,408,356,342,2671,1104,20,0.659,0.245,5.61
SKU-06481,227,274,237,812,341,18,0.858,0.449,14.96
SKU-06482,221,210,274,23,242,26,0.669,0.068,6.15
SKU-06483,1306,1267,1193,4849,298,59,0.66,0.093,7.71
SKU-06484,1272,1533,1180,3153,315,9,0.808,0.206,6.76
SKU-06485,1967,1852,1795,4322,738,35,0.716,0.435,13.91
SKU-06486,322,349,314,1427,509,17,0.848,0.141,8.95
SKU-06487,508,540,647,4418,457,14,0.747,0.092,12.0
SKU-06488,2882,3363,1972,4206,328,59,0.73,0.053,8.22
SKU-06489,1598,1375,1603,848,1062,56,0.792,0.255,10.25
SKU-06490,866,701,800,697,1040,52,0.861,0.426,9.12
SKU-06491,983,965,961,4216,229,56,0.651,0.11,1.57
SKU-06492,1712,1763,1670,102,361,8,0.768,0.084,2.6
SKU-06493,1079,1006,1262,1466,511,21,0.657,0.376,2.75
SKU-06494,1430,1475,1163,2111,720,46,0.977,0.355,12.16
SKU-06495,261,290,292,2660,1082,50,0.713,0.182,1.96
SKU-06496,642,819,572,713,1039,7,0.879,0.331,6.84
SKU-06497,98,113,105,1055,607,51,0.799,0.405,9.79
SKU-06498,2044,1870,1868,3981,1048,18,0.764,0.177,5.11
SKU-06499,1278,925,1161,1422,1002,5,0.983,0.093,8.69
SKU-06500,905,1150,957,3183,1146,38,0.922,0.28,9.72
SKU-06501,412,399,355,3820,177,47,0.851,0.337,14.92
SKU-06502,897,1075,989,1114,564,57,0.887,0.305,8.38
SKU-06503,1020,1377,1020,2453,874,27,0.851,0.395,12.95
SKU-06504,719,536,710,835,117,7,0.967,0.281,8.45
SKU-06505,1892,2261,1869,4883,156,31,0.939,0.278,13.45
SKU-06506,1632,1829,1329,387,395,34,0.716,0.113,14.83
SKU-06507,330,308,301,3472,936,43,0.89,0.247,13.85
SKU-06508,1619,1602,1453,471,649,21,0.652,0.4,2.11
SKU-06509,418,238,454,3789,1097,15,0.737,0.405,3.73
SKU-06510,1121,1164,1043,1012,263,11,0.798,0.22,9.25
SKU-06511,208,203,220,1262,901,22,0.774,0.175,6.88
SKU-06512,1956,2072,1806,2400,1004,28,0.811,0.262,6.48
SKU-06513,1359,1418,1223,1298,711,10,0.98,0.276,1.5
SKU-06514,1150,1009,1064,3169,763,9,0.679,0.418,2.06
SKU-06515,494,425,481,822,789,49,0.89,0.063,4.4
SKU-06516,2103,2397,1728,4978,898,12,0.97,0.105,9.92
SKU-06517,436,437,397,4575,605,8,0.767,0.273,7.61
SKU-06518,522,545,521,819,1043,48,0.834,0.203,13.02
SKU-06519,2258,1563,1821,3924,853,14,0.97,0.385,7.85
SKU-06520,1865,1748,1805,3287,618,53,0.85,0.149,13.34
SKU-06521,1082,1233,1377,1745,495,19,0.937,0.237,14.35
SKU-06522,1086,1115,1046,2559,868,27,0.873,0.124,5.62
SKU-06523,2140,1786,1992,555,822,15,0.698,0.189,10.0
SKU-06524,247,229,318,3313,1105,57,0.754,0.339,14.74
SKU-06525,553,484,519,4842,147,48,0.753,0.349,10.92
SKU-06526,1630,1365,1668,3285,522,24,0.821,0.334,2.32
SKU-06527,372,388,372,4483,1126,26,0.76,0.35,10.6
SKU-06528,1607,2264,1576,1185,709,14,0.685,0.121,11.36
SKU-06529,680,814,743,2718,556,47,0.884,0.147,12.67
SKU-06530,2471,2702,1947,1331,678,23,0.757,0.123,10.7
SKU-06531,1143,1419,1332,1746,212,21,0.851,0.123,0.71
SKU-06532,77,79,80,746,71,21,0.883,0.034,8.35
SKU-06533,2204,2100,1942,1215,285,25,0.783,0.423,3.21
SKU-06534,1054,961,1125,453,1152,25,0.761,0.438,3.88
SKU-06535,1782,1262,1772,3344,527,38,0.772,0.045,14.77
SKU-06536,674,722,735,4559,542,24,0.826,0.194,8.42
SKU-06537,635,479,639,1342,1074,5,0.744,0.169,8.57
SKU-06538,2123,2307,1801,4507,482,58,0.706,0.225,1.91
SKU-06539,630,563,687,559,256,33,0.86,0.225,14.61
SKU-06540,191,180,225,2768,552,13,0.68,0.13,6.32
SKU-06541,624,771,623,3684,864,41,0.823,0.262,12.74
SKU-06542,1476,1304,1174,3027,280,56,0.914,0.138,1.28
SKU-06543,285,268,344,154,658,46,0.959,0.287,13.37
SKU-06544,1299,1570,1595,1087,1070,46,0.746,0.141,7.72
SKU-06545,1390,778,1611,2531,565,14,0.904,0.433,8.96
SKU-06546,298,377,313,1363,267,24,0.776,0.308,11.53
SKU-06547,446,340,435,3782,997,42,0.716,0.432,0.67
SKU-06548,94,77,92,1051,551,37,0.948,0.144,10.09
SKU-06549,807,1017,825,3076,53,21,0.792,0.408,12.88
SKU-06550,1210,1282,929,4754,353,15,0.847,0.155,11.18
SKU-06551,2380,2170,1849,3182,926,27,0.848,0.34,14.86
SKU-06552,1360,1581,1589,4796,163,11,0.772,0.156,3.56
SKU-06553,2556,2886,1867,1932,177,22,0.931,0.231,7.26
SKU-06554,381,430,363,411,272,29,0.91,0.434,8.87
SKU-06555,144,149,131,2402,518,34,0.848,0.201,6.1
SKU-06556,217,268,195,3777,1045,56,0.676,0.351,11.49
SKU-06557,729,789,769,2390,135,26,0.854,0.05,7.84
SKU-06558,1615,1418,1753,2989,173,35,0.949,0.03,14.33
SKU-06559,143,197,222,2710,745,31,0.838,0.354,12.31
SKU-06560,105,100,105,3219,528,11,0.651,0.309,3.67
SKU-06561,558,692,863,716,827,23,0.74,0.31,8.91
SKU-06562,663,632,653,1213,1018,52,0.714,0.292,13.03
SKU-06563,771,721,802,946,1197,24,0.933,0.236,9.69
SKU-06564,388,489,424,2925,366,43,0.896,0.041,9.74
SKU-06565,555,488,519,3559,967,26,0.794,0.046,2.56
SKU-06566,1670,1783,1311,82,1078,22,0.908,0.29,12.47
SKU-06567,453,453,542,1062,574,12,0.679,0.181,10.23
SKU-06568,204,152,202,4458,987,13,0.875,0.349,14.89
SKU-06569,109,101,118,55,191,53,0.957,0.122,7.67
SKU-06570,1495,550,1417,2964,135,14,0.916,0.039,4.98
SKU-06571,1511,1420,1316,3327,545,44,0.771,0.414,8.32
SKU-06572,1172,959,1293,2425,1174,46,0.686,0.023,10.48
SKU-06573,1024,1256,920,1242,833,26,0.671,0.286,2.69
SKU-06574,1243,814,1822,159,988,44,0.666,0.02,9.64
SKU-06575,959,1086,1032,2538,525,49,0.674,0.369,4.55
SKU-06576,160,130,158,1034,1018,46,0.724,0.04,7.91
SKU-06577,1300,1459,1181,1089,568,48,0.968,0.267,4.69
SKU-06578,1345,1660,1439,608,1104,7,0.924,0.206,3.66
SKU-06579,1984,1550,1820,3868,388,19,0.768,0.125,14.11
SKU-06580,121,152,121,1999,788,18,0.761,0.333,1.21
SKU-06581,767,669,694,1286,1147,56,0.731,0.065,12.43
SKU-06582,1671,1846,1356,1966,484,27,0.714,0.371,9.02
SKU-06583,1217,1100,1578,1684,1035,25,0.879,0.358,8.68
